Account Name,Corporate Structure,Certified B Corp,State of Incorporation,Operating State/Province,Operating Country,Website
Asa Natural Industries,Benefit Corporation,FALSE,CO,Colorado,United States,
"Asar Group, Inc.",Benefit Corporation,FALSE,DE,,,
Asb Industries LLC,Benefit LLC,FALSE,OR,,,
Asbeel Group LLC,Benefit LLC,FALSE,OR,,,
Ascending Ceilings Inc,Benefit Corporation,FALSE,NV,,,
Asclepius Initiative Inc.,Benefit Corporation,FALSE,NY,,,
"Ash Street Apts, LLC.",Benefit LLC,FALSE,OR,,,
Ashkelon Investment Corporation,Benefit Corporation,FALSE,NV,,,
Ashli Corporation,Benefit Corporation,FALSE,NV,,,
Asia American Senior Care National Investment LLC,Benefit Corporation,FALSE,OR,,,
Asia Kendy Co. Inc.,Benefit Corporation,FALSE,NH,,,
Asio Corporation,Benefit Corporation,FALSE,HI,Hawaii,United States,asio.us
Aslo Star Tile And Marble 1 Inc,Benefit Corporation,FALSE,NV,,,
Aspen Electric And Solar,Benefit Corporation,FALSE,NV,,,
Aspen Executive Management Inc,Benefit Corporation,FALSE,CO,,,
Aspen Team Inc.,Benefit Corporation,FALSE,NV,,,
Asslia Corp,Benefit Corporation,FALSE,NY,,,
Associates in Transformational Oncology Management,Benefit Corporation,FALSE,DE,,,
Astoria Goonie Growler Tour LLC,Benefit LLC,FALSE,OR,,,
At His Feet Pbc,Benefit Corporation,FALSE,CO,,,
Atelier Lira Luis Limited,Benefit Corporation,FALSE,IL,,,
AtelierOM + OMkhadi,Benefit Corporation,FALSE,NY,New York,United States,www.atelierom.com
Atfab LLC,Benefit LLC,FALSE,OR,,,
"Athentica, PBC",Benefit Corporation,FALSE,DE,California,United States,athentica.com
Athletes of Valor,Benefit Corporation,FALSE,DE,,,www.athletesofvalor.com
"Atinga, Inc.",Benefit Corporation,FALSE,NY,New York,United States,www.atingaproject.com
Atlanta Food & Farm PBC,Benefit Corporation,FALSE,DE,Georgia,United States,www.atlfoodandfarm.net
Atlantic Benefit Corporation,Benefit Corporation,FALSE,MD,,,
"Atlantis Inventures, PBC",Benefit Corporation,FALSE,DE,,,
Atlas Unlimited Inc.,Benefit Corporation,FALSE,DE,,,
Atmiya Group Industries Corporation,Benefit Corporation,FALSE,NY,,,
Atny International Inc.,Benefit Corporation,FALSE,NV,,,
Atr Electric Inc,Benefit Corporation,FALSE,NV,,,
AttaBoy Productions PBC,Benefit Corporation,FALSE,CO,Colorado,United States,
"Audiophile Societies International PBC, Ltd.",Benefit Corporation,FALSE,CO,,,
Audtra Benefit Corp.,Benefit Corporation,FALSE,DE,Delaware,United States,audtra.com
"Aunt Bertha, Inc.",Benefit Corporation,TRUE,DE,Texas,United States,auntbertha.com
Aura Marketing Corporation,Benefit Corporation,FALSE,NV,,,
Auratech,Benefit Corporation,FALSE,PA,Pennsylvania,United States,
Aurora Accounting And Tax Services Inc.,Benefit Corporation,FALSE,CO,Colorado,United States,
"Aurora Servicios Legales, Inc.",Benefit Corporation,FALSE,CO,,,
"Aussie Founders Network, PBC",Benefit Corporation,FALSE,DE,,,
Auto Center Company,Benefit Corporation,FALSE,NV,,,
"Auto Club Local, Inc.",Benefit Corporation,FALSE,AR,Arkansas,United States,www.autoclublocal.com
Auto House LLC,Benefit LLC,FALSE,OR,,,
Autobotanist Inc.,Benefit Corporation,FALSE,DE,,,
Autolnk Inc,Benefit Corporation,FALSE,NV,,,
AutoLoanDirect.net Inc,Benefit Corporation,FALSE,CO,,,
Autonomyworks Incorporated,Benefit Corporation,FALSE,IL,Illinois,United States,www.autonomy-works.com
Autumn Gold Services Inc.,Benefit Corporation,FALSE,CO,,,
"Autumn Hands, Inc.",Benefit Corporation,FALSE,PA,Pennsylvania,United States,
"Avalon Resort Group, PBC",Benefit Corporation,FALSE,DE,,,
Avant Manufacturing LLC,Benefit LLC,FALSE,OR,,,
Avant-Garde Network Inc.,Benefit Corporation,FALSE,NY,,,
Avapollo Land Corporation,Benefit Corporation,FALSE,NV,Nevada,United States,
"Avegen, PBC",Benefit Corporation,FALSE,DE,,,
Avery'S Way LLC,Benefit LLC,FALSE,OR,,,
Aviarynaturals Corp,Benefit Corporation,FALSE,NY,,,
Aviastar Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
Avis Energy America Corp,Benefit Corporation,FALSE,NV,,,
"Avm Surgical Assistant Services, Inc.",Benefit Corporation,FALSE,NV,,,
"Avo, PBC",Benefit Corporation,FALSE,DE,,,
Avoj Corp,Benefit Corporation,FALSE,NV,,,
"Awake At Work Institute, Corp.",Benefit Corporation,FALSE,OR,,,
"Awaken Media, Pbc",Benefit Corporation,FALSE,DE,,,
"Awaken Spiritual Development Center, Inc.",Benefit Corporation,FALSE,FL,,,
Awakin Inc.,Benefit Corporation,FALSE,DE,,,
Awareness Affairs,Benefit Corporation,FALSE,VA,,,
Awareness Entertainment & Productions / Awareness Records,Benefit Corporation,FALSE,CO,,,
"Awesome Health, PC",Benefit Corporation,FALSE,NH,,,
"Awesome Management Services, Inc.",Benefit Corporation,FALSE,NV,,,
Awni Ice Cream LLC,Benefit LLC,FALSE,OR,,,
Axa Drugs Inc.,Benefit Corporation,FALSE,DE,,,
Ayudando A La Comunidad B P Corporation,Benefit Corporation,FALSE,NV,,,
"Ayurvedafirst, PBC",Benefit Corporation,FALSE,DE,,United States,www.ayurvedafirst.org
Az Countertops Inc.,Benefit Corporation,FALSE,NV,,,
"Azolla2, Inc.",Benefit Corporation,FALSE,PA,Pennsylvania,United States,
"Azollanrg, Inc.",Benefit Corporation,FALSE,PA,,,
Aztec Monster Enterprises Corp,Benefit Corporation,FALSE,NV,Nevada,United States,
Azul Seven,Benefit Corporation,TRUE,MN,Minnesota,United States,www.azulseven.com
B & S WHOLESALER INC.,Benefit Corporation,FALSE,NY,,,
B Iconic Inc.,Benefit Corporation,FALSE,NV,,,
B Revolution,Benefit Corporation,FALSE,DE,Maryland,United States,www.brevolutionconsulting.com
"B Revolution Consulting, Inc.",Benefit Corporation,FALSE,CA,California,United States,
B Storytelling,Benefit Corporation,TRUE,FL,Florida,United States,www.bstorytelling.com
"B Theory, Inc.",Benefit Corporation,FALSE,PA,Pennsylvania,United States,www.btheory.org
B&H Eugene LLC,Benefit LLC,FALSE,OR,,,
B&Jcc LLC,Benefit LLC,FALSE,OR,,,
B4U Relief Services Inc.,Benefit Corporation,FALSE,NY,,,
Baby Steps Tech Inc.,Benefit Corporation,FALSE,NY,,,
"Bacallao Transport, LLC",Benefit LLC,FALSE,OR,,,
Bacho Sisters Housekeeping Corporation,Benefit Corporation,FALSE,OR,,,
"Back To Basics Vermont, Inc.",Benefit Corporation,FALSE,VT,Vermont,United States,backtobasicsvt.blogspot.com
Backyard Bbq Village Corp,Benefit Corporation,FALSE,NV,,,
Backyard Bliss LLC,Benefit LLC,FALSE,OR,Oregon,United States,
Bacog Corporation,Benefit Corporation,FALSE,CO,,,
"Badge Labs, PBC",Benefit Corporation,FALSE,DE,,,badgelabs.io
"Badlands Equine, LLC.",Benefit LLC,FALSE,OR,,,
"Bagopolis, Benefit LLC",Benefit LLC,FALSE,MD,Maryland,United States,
BAGS & VARITIES INC,Benefit Corporation,FALSE,NY,,,
Bahuchar Trading Inc,Benefit Corporation,FALSE,NV,,,
Baikal Travel And Estate Management Inc,Benefit Corporation,FALSE,NV,,,
Baisden Enterprises Ltd,Benefit Corporation,FALSE,NV,,,
Bakker Botanical Inc,Benefit Corporation,FALSE,UT,,,
Bal Consulting Inc.,Benefit Corporation,FALSE,CO,,,
Bambuki LLC,Benefit LLC,FALSE,OR,,,
Bambuza Hospitality Group LLC,Benefit LLC,FALSE,OR,,,
Bandon Brewing Company,Benefit Corporation,FALSE,OR,,,
Banelli Home Team Inc,Benefit Corporation,FALSE,CO,Colorado,United States,www.exceptionaleventsllc.com
BANGLA GUJRAT DELI AND GROCERY INC,Benefit Corporation,FALSE,NY,,,
Bannersolar P.B.C.,Benefit Corporation,FALSE,DE,,,www.bannersolar.com
Bao BBQ Inc,Benefit Corporation,FALSE,NY,,,
Baodi Capital Inc,Benefit Corporation,FALSE,NV,,,
"Baraka Networks, PBC",Benefit Corporation,FALSE,DE,,United States,www.barakanetworks.com/home
"Barbera Corporate Law, PC",Benefit Corporation,FALSE,CA,California,United States,www.barberacorporatelaw.com
BarberGale,Benefit Corporation,TRUE,PA,Pennsylvania,United States,barbergale.com
Bareknuckle Transport Inc,Benefit Corporation,FALSE,CO,,,
Baretech Distribution Company,Benefit Corporation,FALSE,MA,Massachusetts,United States,
Barring Eyewear Inc.,Benefit Corporation,FALSE,PA,,,www.barringeyewear.com
Base Modular,Benefit Corporation,FALSE,DE,,,
"Bashpoints, Inc.",Benefit Corporation,FALSE,NY,,,
"Basil & Berries, LLC",Benefit LLC,FALSE,OR,Oregon,United States,www.gildedrogue.com
"Basil Equipment, Inc.",Benefit Corporation,FALSE,OR,,,
Basspuma Inc.,Benefit Corporation,FALSE,OR,,,
Battle In The Sand,Benefit Corporation,FALSE,NV,,,
Battle N Sons Inc,Benefit Corporation,FALSE,PA,,,
Bava LLC,Benefit LLC,FALSE,OR,,,
Bavby inc,Benefit Corporation,FALSE,NY,,,
Bay Area Medical Academy,Benefit Corporation,FALSE,CA,California,United States,www.bamasf.com/
Bay Ridge Sleep and Diagnostic. Corp,Benefit Corporation,FALSE,NY,,,
"Bbal Ventures, LLC",Benefit LLC,FALSE,OR,,,
Bbb Fashion Inc,Benefit Corporation,FALSE,CO,,,
Bbb Iii LLC,Benefit LLC,FALSE,OR,,,
Bcb Nv Inc,Benefit Corporation,FALSE,NV,,,
Bcn Construction Inc,Benefit Corporation,FALSE,OR,,,
B-Corp Consulting,Benefit Corporation,FALSE,NV,Nevada,United States,
Be As One Foods Inc.,Benefit Corporation,FALSE,DE,,,
"Be Brilliant U, Inc.",Benefit Corporation,FALSE,DE,New York,United States,bebrilliantu.com
"Be Your Own Boss, Inc.",Benefit Corporation,FALSE,NY,New York,United States,
Be Yourself Inc.,Benefit Corporation,FALSE,NV,,,
Beabo LLC,Benefit LLC,FALSE,OR,Oregon,United States,
Beach City Group Inc,Benefit Corporation,FALSE,NV,,,
Beach Side Donuts Inc.,Benefit Corporation,FALSE,NH,New Hampshire,United States,
Beanfields PBC,Benefit Corporation,TRUE,DE,California,United States,beanfieldssnacks.com
"Beau Delicious! International, LLC Dba Cafe Yumm!",Benefit Corporation,FALSE,OR,Oregon,United States,www.cafeyumm.com
Beauficionada PBC,Benefit Corporation,FALSE,DE,,,
Beautify Homes LLC,Benefit LLC,FALSE,OR,,,
Beauty Provisions LLC,Benefit LLC,FALSE,OR,,,
Beauty Under Construction Inc,Benefit Corporation,FALSE,NV,Nevada,United States,
"BEAUTY WORLD DOMINICAN SALON, CORP",Benefit Corporation,FALSE,NY,,,
"Bebida Investments, Inc.",Benefit Corporation,FALSE,NV,,,
"Because Gives, Inc.",Benefit Corporation,FALSE,DE,,,
"Bedford Falls Consulting Group, Inc.",Benefit Corporation,FALSE,IL,Illinois,United States,www.thrivecap.net
Bedford Solutions Collection Corp,Benefit Corporation,FALSE,NY,,,
Beech Qz Contractors Inc,Benefit Corporation,FALSE,NV,,,
"Beer Capital, inc.",Benefit Corporation,FALSE,NY,,,
"Bees Across America, Ltd.",Benefit Corporation,FALSE,SC,,,
Bel Cielo Inc,Benefit Corporation,FALSE,NV,,,
Bel Inc.,Benefit Corporation,FALSE,CO,Colorado,United States,
Belghiti,Benefit Corporation,FALSE,CA,California,United States,
Bell Station Front Foot Benefit Company,Benefit Corporation,FALSE,MD,,,
Bella Terra LLC,Benefit LLC,FALSE,OR,,,
Bella Verde Studios,Benefit Corporation,FALSE,DE,,,
Bellavida Trading Co.,Benefit Corporation,FALSE,OR,,,
Belle Paralegal LLC,Benefit Corporation,FALSE,OR,,,
Belletoni Inc.,Benefit Corporation,FALSE,NV,,,
Bellevue Renewable Power,Benefit Corporation,FALSE,CA,California,United States,
"Bellevuee Renewal Power, Inc.",Benefit Corporation,FALSE,CA,California,United States,
bellport smoke shop corp,Benefit Corporation,FALSE,NY,,,
Beloved Caf_,Benefit Corporation,FALSE,CA,California,United States,belovedcafe.org
belTowr Financial,Benefit Corporation,FALSE,OR,Oregon,United States,www.beltowr.com
"Bend Card Company, LLC",Benefit LLC,FALSE,OR,,,
"Bend Comedy, LLC",Benefit LLC,FALSE,OR,,,
Bend Film And Television Office LLC,Benefit LLC,FALSE,OR,,,
Bend Photo Booth Company LLC,Benefit LLC,FALSE,OR,,United States,bendphotolounge.com/
Bend Polytechnic Academy,Benefit Corporation,FALSE,OR,Oregon,United States,bendpoly.com
"Bend Polytechnic Academy, LLC",Benefit LLC,FALSE,OR,,,
"Benefactory Originals, PBC",Benefit Corporation,FALSE,DE,,,
Beneft PBC,Benefit Corporation,FALSE,DE,,,
Benson Construction & Trucking Inc.,Benefit Corporation,FALSE,NV,,,
"Berkshire Community Partners, Inc.",Benefit Corporation,FALSE,MA,Massachusetts,United States,
Berkshire Development Organization,Benefit Corporation,FALSE,DE,,,www.berkshiredevelopment.org
Berrett-Koehler Publishers,Benefit Corporation,TRUE,CA,California,United States,bkconnection.com
Berrios Alvarado Inc,Benefit Corporation,FALSE,NV,Nevada,United States,
Beryl Industries LLC,Benefit LLC,FALSE,OR,,,
Best Mobile Auto & Diesel Repair,Benefit Corporation,FALSE,CO,,,
Best Motors,Benefit Corporation,FALSE,NV,Nevada,United States,
Best Priced Scooters,Benefit Corporation,FALSE,CO,,,
Bestaenterprises LLC,Benefit Corporation,FALSE,OR,,,
Besthq LLC,Benefit Corporation,FALSE,OR,Oregon,United States,besthq.net
Bestway Building & Remodeling Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
Bestway Landscape LLC,Benefit LLC,FALSE,OR,,,
"Beta Bionics, Inc.",Benefit Corporation,TRUE,MA,Massachusetts,United States,www.betabionics.org
Betasoft Corporation,Benefit Corporation,FALSE,CO,,,
Beth Spencer Design,Benefit Corporation,FALSE,TN,Tennessee,United States,
Better Drinking Culture,Benefit Corporation,FALSE,DE,,,betterdrinkingculture.org
"Better Sourcing, PBC",Benefit Corporation,FALSE,DE,,,
"Better Than We Found It, PBC",Benefit Corporation,FALSE,DE,California,United States,betterthanwefoundit.com
Better Thoughts Transitional Live Corporation,Benefit Corporation,FALSE,NV,,,
Better World Spirits Inc,Benefit Corporation,FALSE,PA,Pennsylvania,United States,
"Betterlife, LLC",Benefit LLC,FALSE,OR,,,
"Betters & Thornquist Contracting, Inc.",Benefit Corporation,FALSE,NY,,,
Beyond Green Sustainable Food Partners,Benefit Corporation,TRUE,IL,Illinois,United States,beyondgreenpartners.com
Beyond Organic Corp. Pbc,Benefit Corporation,FALSE,CO,,,
Beyond Starz Entertainment Inc.,Benefit Corporation,FALSE,NV,,,
Bgi Group Inc.,Benefit Corporation,FALSE,NV,,,
Bgv Corporation,Benefit Corporation,FALSE,OR,,,
Bhakti Chai,Benefit Corporation,TRUE,CO,Colorado,United States,bhaktichai.com
"BHL Media & Marketing, Inc./Buffalo Healthy Living Magazine",Benefit Corporation,FALSE,NY,New York,United States,www.buffalohealthyliving.com
"Bhutan Dragon Events & Festivals, Limited",Benefit Corporation,FALSE,NY,,,
Bicoastal Disorder Inc.,Benefit Corporation,FALSE,DE,,,
"Bicoastal Organics, Inc",Benefit Corporation,FALSE,SC,,,
Big Adventure LLC,Benefit LLC,FALSE,OR,,,
Big City Farms Inc.,Benefit Corporation,FALSE,MD,Maryland,United States,www.bigcityfarms.com
Big Foot Johnny Inc.,Benefit Corporation,FALSE,CO,,,
Big Foote Transport Corporation,Benefit Corporation,FALSE,NV,,,
Big Group One LLC,Benefit LLC,FALSE,OR,,,
Big Sister Corp.,Benefit Corporation,FALSE,DE,,,
Big Tree Plumbing And Mechanical LLC,Benefit LLC,FALSE,OR,,,
Biggs Nuvu Motel Ulysses O Cabug-Os LLC,Benefit LLC,FALSE,OR,,,
Bikesmith.Inc,Benefit Corporation,FALSE,CO,,,
Billion Technology Laboratories Inc.,Benefit Corporation,FALSE,NV,,,
Billyjack LLC Consulting,Benefit LLC,FALSE,OR,,,
"Bingegiving, PBC",Benefit Corporation,FALSE,DE,,,
Bio Enviro Solutions & Technology Inc,Benefit Corporation,FALSE,NV,,,
Bio-Energetik Holdings Inc.,Benefit Corporation,FALSE,NV,,,
"Bioinnovation Group, Inc.",Benefit Corporation,FALSE,DE,,,
"Biome Management Systems, Inc.",Benefit Corporation,FALSE,DE,,,
BiPlastiq Inc.,Benefit Corporation,FALSE,NY,,,
Bitism Co.,Benefit Corporation,FALSE,DE,,,bitism.com
Bitlikes Inc.,Benefit Corporation,FALSE,DE,,,
Biz Builders Inc,Benefit Corporation,FALSE,CO,,,
Bizoxy,Benefit Corporation,FALSE,PA,Pennsylvania,United States,www.BizOxy.com
Bizsprout Inc.,Benefit Corporation,FALSE,DE,,,
Bjw Enterprises LLC,Benefit LLC,FALSE,OR,,,
BKaziyev Equities Corp,Benefit Corporation,FALSE,NY,,,
Bkh Holdings Group Inc.,Benefit Corporation,FALSE,NV,,,
Black Boot Builders LLC,Benefit LLC,FALSE,OR,Oregon,United States,blackbootbuilders.com
Black Business Initiative Company PBC,Benefit Corporation,FALSE,CO,,,
"Black Cloud Analytics, Inc.",Benefit Corporation,FALSE,NY,,,
Black Diamond Soft Wash LLC,Benefit Corporation,FALSE,OR,,,
Black Tie Tours,Benefit Corporation,FALSE,OR,Oregon,United States,www.blacktietours.com
"Blak Aker, P.B.C.",Benefit Corporation,FALSE,DE,,,blakaker.com
Blaze Kings LLC,Benefit LLC,FALSE,OR,,,
Blaze On Site Repair,Benefit Corporation,FALSE,CO,,,
Blazer Farmz,Benefit LLC,FALSE,OR,,,www.blazerfarmz.com
Blazin' Babes,Benefit Corporation,TRUE,DE,Illinois,United States,blazinbabes.org
"Blessing Buddies, A Benefit LLC",Benefit LLC,FALSE,MD,Maryland,United States,www.blessingbuddies.org
Blind,Benefit Corporation,FALSE,NY,New York,United States,www.falconsinger.com
Bling Mexico AZ Inc.,Benefit Corporation,FALSE,NY,,,
"Blink Interactive, Inc",Benefit Corporation,FALSE,CO,Colorado,United States,
Blissful Links LLC,Benefit LLC,FALSE,OR,,,
Bln Enterprises Inc,Benefit Corporation,FALSE,CO,Colorado,United States,
"Blockchain Chamber Of Commerce, Inc.",Benefit Corporation,FALSE,DE,,,
BlockpleX Inc,Benefit Corporation,FALSE,CA,,,
Blockstack Pbc,Benefit Corporation,FALSE,DE,,,
Blocpower,Benefit Corporation,FALSE,DE,,United States,www.blocpower.org
Blood Chemist Inc,Benefit Corporation,FALSE,NV,,,
"Bloom Artisan Bakery And Cafe, PBC",Benefit Corporation,FALSE,DE,Ohio,United States,www.bloombakery.com
Bloom Energy Corporation,Benefit Corporation,FALSE,PA,,United States,www.bloomenergy.com
"Bloom Impact, PBC",Benefit Corporation,FALSE,DE,,,
"Bloom Jet Charter, Inc.",Benefit Corporation,FALSE,CO,Colorado,United States,
Bloomin,Benefit Corporation,TRUE,CO,Colorado,United States,bloominpromotions.com
Blossoms By Rose LLC,Benefit LLC,FALSE,OR,,,
Blu 7 Inc,Benefit Corporation,FALSE,OR,,,
"Blue Door Veterinary Services, LLC",Benefit Corporation,FALSE,OR,,,
Blue Draft Corporation,Benefit Corporation,FALSE,NY,,,
"Blue Earth Compost, Inc",Benefit Corporation,FALSE,CT,Connecticut,United States,
"Blue Earth Media Productions, Inc.",Benefit Corporation,FALSE,FL,Florida,,www.blueearthmediaproductions.com
"Blue Heart of the Planet, PBC",Benefit Corporation,FALSE,CO,,,
"Blue Institute Labs, Pbc",Benefit Corporation,FALSE,DE,,,
Blue Nile Industries Inc,Benefit Corporation,FALSE,NV,,,
"Blue Planet Groupe, Inc.",Benefit Corporation,FALSE,NV,,,
Blue Products Inc,Benefit Corporation,FALSE,NV,,,
Blue Spruce Cleaning LLC,Benefit LLC,FALSE,OR,,,
"Blue Tees, Inc.",Benefit Corporation,FALSE,NV,,,
Blue Umbrella,Benefit Corporation,FALSE,DE,,Hong Kong,bluedd.com/index.html
"Blue,Johnson&Associates Inc.",Benefit Corporation,FALSE,NV,,,
"Bluebird Studio, LLC",Benefit LLC,FALSE,OR,,,
"Blueprint Design & Construction, Inc.",Benefit Corporation,FALSE,CO,,,
"Blueprint for Impact, Inc",Benefit Corporation,FALSE,CT,Connecticut,United States,
Blxckbox Inc.,Benefit Corporation,FALSE,DE,,,
"Bly & Bell, PBC",Benefit Corporation,FALSE,DE,,,
Bm Furniture Restoration Inc,Benefit Corporation,FALSE,CO,,,
"Bnb Happy, LLC",Benefit LLC,FALSE,OR,,,
BNJ ASSOCIATE INC,Benefit Corporation,FALSE,NY,,,
Bnt Consulting LLC,Benefit Corporation,FALSE,OR,,,
Bo Boil,Benefit Corporation,FALSE,CT,,,
Boater Rewards Association,Benefit Corporation,FALSE,DE,Ohio,United States,boaterrewards.com
Bob Davis Enterprise Inc.,Benefit Corporation,FALSE,CO,,,
Body Cams By Retired Cops Inc.,Benefit Corporation,FALSE,NV,,,
"Bodylish, GBC",Benefit Corporation,FALSE,MN,Minnesota,United States,www.bodylish.com
"Bold International - Business Of Luxury Design, Inc.",Benefit Corporation,FALSE,NV,,,
Bolero Club LLC,Benefit LLC,FALSE,OR,,,
Boloco,Benefit Corporation,TRUE,DE,Massachusetts,United States,www.boloco.com
Boly:Welch,Benefit Corporation,TRUE,OR,Oregon,United States,www.bolywelch.com
Bombsheller Corporation,Benefit Corporation,FALSE,DE,,,
"Bon Voyage Sailing, Inc.",Benefit Corporation,FALSE,NV,Nevada,United States,
Bonomex Inc.,Benefit Corporation,FALSE,NV,,,
Boobie Talk Inc.,Benefit Corporation,FALSE,NY,,,
"Book Sprinters, Inc.",Benefit Corporation,FALSE,NY,,,
"Bookbugs, PBC",Benefit Corporation,FALSE,DE,,,bookbugs.net
Bookhouse LLC,Benefit Corporation,FALSE,NY,New York,United States,
Boombit Inc,Benefit Corporation,FALSE,NV,,,
"Bordista Media, LLC",Benefit LLC,FALSE,OR,,,
Boregon Pdx LLC,Benefit LLC,FALSE,OR,,,
"Boston Cybernetics Institute, Pbc",Benefit Corporation,FALSE,DE,,,
Boston Immersive Corporation,Benefit Corporation,FALSE,MA,Massachusetts,United States,
"Boulder Community Technology Pbc, Inc",Benefit Corporation,FALSE,CO,,,
Bourbon St. Po-Boys & Daiquiris LLC,Benefit Corporation,FALSE,OR,,,
Boutstix Inc.,Benefit Corporation,FALSE,NV,,,
"Bowen Ventures, LLC",Benefit LLC,FALSE,OR,,,
"Box Populi Cooperative, Inc.",Benefit Corporation,FALSE,AR,Arkansas,United States,
"Br Solutions, Inc.",Benefit Corporation,FALSE,CO,Colorado,United States,
"Bradley Putter Company, LLC",Benefit LLC,FALSE,OR,,,
Brain Forest,Benefit Corporation,FALSE,LA,Louisiana,United States,brainforest.com
"Branching Minds, Inc.",Benefit Corporation,TRUE,DE,New York,United States,branchingminds.com
"Brand Cool Marketing, Inc.",Benefit Corporation,FALSE,NY,,,
Brandon Nicholas Eza Publishing Inc.,Benefit Corporation,FALSE,CT,Conneticut,,
